trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,stim_confidence,panas_item_1,panas_valence_1,panas_rating_1,panas_item_2,panas_valence_2,panas_rating_2,panas_item_3,panas_valence_3,panas_rating_3,panas_item_4,panas_valence_4,panas_rating_4,panas_item_5,panas_valence_5,panas_rating_5,panas_item_6,panas_valence_6,panas_rating_6,subject_id,session,age,gender,date
0,1,baseline,baseline,0,2,26,9,5,left,right,,,,,2000.0,250.0,19.357735872268677,5.77170729637146,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
1,1,baseline,baseline,1,2,26,9,5,right,left,1.0,1260.9655857086182,False,False,2000.0,250.0,24.880053997039795,11.294025897979736,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
2,1,baseline,baseline,2,2,26,9,5,left,right,1.0,1839.338779449463,False,False,2000.0,250.0,30.981075048446655,17.395045280456543,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
3,1,baseline,baseline,3,2,26,9,5,left,right,2.0,1758.7790489196777,True,True,2000.0,250.0,37.00205874443054,23.41602849960327,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
4,1,baseline,baseline,4,2,26,9,5,right,left,1.0,1331.6559791564941,False,True,2000.0,250.0,42.59488081932068,29.008851289749146,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
5,1,baseline,baseline,5,2,26,9,5,right,left,1.0,1548.5944747924805,False,False,2000.0,250.0,48.40451002120972,34.818480253219604,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
6,1,baseline,baseline,6,2,26,9,5,right,left,2.0,1150.425910949707,True,True,2000.0,250.0,53.8168261051178,40.230796098709106,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
7,1,baseline,baseline,7,2,26,9,5,left,right,2.0,1156.5628051757812,True,True,2000.0,250.0,59.234697580337524,45.64866757392883,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
8,1,baseline,baseline,8,2,26,9,5,left,right,2.0,1021.2655067443848,True,False,2000.0,250.0,64.51696753501892,50.93093776702881,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
9,1,baseline,baseline,9,2,26,9,5,left,right,2.0,1361.4585399627686,True,True,2000.0,250.0,70.13999605178833,56.55396580696106,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
10,1,baseline,baseline,10,2,26,9,5,left,right,2.0,1384.6595287322998,True,True,2000.0,250.0,75.78688192367554,62.200852155685425,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
11,1,baseline,baseline,11,2,26,9,5,left,right,2.0,903.3160209655762,True,True,2000.0,250.0,80.95181679725647,67.36578702926636,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
12,1,baseline,baseline,12,2,26,9,5,right,left,2.0,908.1313610076904,True,True,2000.0,250.0,86.12137770652771,72.53534746170044,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
13,1,baseline,baseline,13,2,26,9,5,left,right,2.0,790.1628017425537,True,True,2000.0,250.0,91.17226099967957,77.58623099327087,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
14,1,baseline,baseline,14,2,26,9,5,right,left,2.0,712.3832702636719,True,False,2000.0,250.0,96.14480352401733,82.55877470970154,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
15,1,baseline,baseline,15,2,26,9,5,left,right,2.0,837.9535675048828,True,True,2000.0,250.0,101.24391412734985,87.65788412094116,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
16,1,baseline,baseline,16,2,26,9,5,left,right,2.0,811.2101554870605,True,True,2000.0,250.0,106.3163857460022,92.73035597801208,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
17,1,baseline,baseline,17,2,26,9,5,right,left,2.0,775.1753330230713,True,True,2000.0,250.0,111.3543348312378,97.76830506324768,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
18,1,baseline,baseline,18,2,26,9,5,left,right,2.0,639.4596099853516,True,True,2000.0,250.0,116.25485587120056,102.66882586479187,yes,7,Distressed,negative,2,Inspired,positive,3,Afraid,negative,1,Alert,positive,5,Hostile,negative,1,Active,positive,4,11461,1,76,M,2026-07-02_11-07-07
