trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,stim_confidence,panas_item_1,panas_valence_1,panas_rating_1,panas_item_2,panas_valence_2,panas_rating_2,panas_item_3,panas_valence_3,panas_rating_3,panas_item_4,panas_valence_4,panas_rating_4,panas_item_5,panas_valence_5,panas_rating_5,panas_item_6,panas_valence_6,panas_rating_6,subject_id,session,age,gender,date
0,7,stimulation,active,0,1,26,20,10,left,right,2,1250.5645751953125,False,True,2000.0,250.0,3009.132912635803,5.512123346328735,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
1,7,stimulation,active,1,1,26,20,10,left,right,2,486.5133762359619,False,False,2000.0,250.0,3013.880728006363,10.259940147399902,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
2,7,stimulation,active,2,1,26,20,10,right,left,2,652.2226333618164,False,False,2000.0,250.0,3018.793968439102,15.173179864883423,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
3,7,stimulation,active,3,1,26,20,10,left,right,1,682.246208190918,True,True,2000.0,250.0,3023.737244606018,20.11645483970642,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
4,7,stimulation,active,4,1,26,20,10,right,left,1,400.91848373413086,True,True,2000.0,250.0,3028.3996846675873,24.778897047042847,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
5,7,stimulation,active,5,1,26,20,10,left,right,1,399.7645378112793,True,True,2000.0,250.0,3033.060200214386,29.43941068649292,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
6,7,stimulation,active,6,1,26,20,10,right,left,1,385.0252628326416,True,False,2000.0,250.0,3037.706024169922,34.08523464202881,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
7,7,stimulation,active,7,1,26,20,10,left,right,1,386.29150390625,True,False,2000.0,250.0,3042.353222846985,38.7324333190918,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
8,7,stimulation,active,8,1,26,20,10,left,right,2,1276.5636444091797,False,False,2000.0,250.0,3047.8909735679626,44.27018427848816,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
9,7,stimulation,active,9,1,26,20,10,left,right,1,420.7625389099121,True,True,2000.0,250.0,3052.5727314949036,48.95194220542908,no,3,Nervous,negative,1,Determined,positive,2,Guilty,negative,1,Enthusiastic,positive,2,Proud,positive,1,Irritable,negative,1,rebecca-pilot-2,1,24,f,2026-06-02_15-02-09
